IRD-360,sylvestris,1
IRD-360,tabacum,1
IRD-361,baccatum,1
IRD-361,chinense,1
IRD-362,italica,1
IRD-363,italica,1
IRD-363,viridis,1
IRD-364,hallii,1
IRD-364,miliaceum,1
IRD-365,sylvestris,1
IRD-366,canephora,1
IRD-367,canephora,1
IRD-368,tabacum,1
IRD-369,chinensis,1
IRD-37,baccatum,1
IRD-370,aurea,1
IRD-371,carota,1
IRD-372,hybrid,1
IRD-373,bicolor,1
IRD-375,lycopersicum,1
IRD-376,lycopersicum,1
IRD-377,annuum,1
IRD-377,baccatum,1
IRD-378,tuberosum,1
IRD-379,lycopersicum,1
IRD-38,tabacum,1
IRD-380,tuberosum,1
IRD-381,truncatula,1
IRD-382,punctata,1
IRD-383,truncatula,1
IRD-384,meridionalis,1
IRD-385,perrieri,1
IRD-386,brachyantha,1
IRD-387,barthii,1
IRD-387,glaberrima,1
IRD-387,glumipatula,1
IRD-387,nivara,1
IRD-387,rufipogon,1
IRD-387,sativa,1
IRD-388,perrieri,1
IRD-389,chinensis,1
IRD-39,sylvestris,1
IRD-390,mays,1
IRD-391,mays,1
IRD-392,oligosanthes,1
IRD-393,oleracea,1
IRD-394,bicolor,1
IRD-395,oligosanthes,1
IRD-396,bicolor,1
IRD-397,distachyon,1
IRD-398,arietinum,1
IRD-399,pruriens,1
IRD-4,lycopersicum,1
IRD-40,lycopersicum,1
IRD-400,aestivum,1
IRD-400,tauschii,1
IRD-401,tabacum,1
IRD-402,tabacum,1
IRD-403,tuberosum,1
IRD-404,annuum,1
IRD-405,lycopersicum,1
IRD-406,lycopersicum,1
IRD-407,lycopersicum,1
IRD-408,americanum,1
IRD-409,nigrum,1
IRD-41,sylvestris,1
IRD-41,tabacum,1
IRD-410,baccatum,1
IRD-411,tuberosum,1
IRD-412,annuum,1
IRD-412,chinense,1
IRD-413,tuberosum,1
IRD-414,chinense,1
IRD-415,annuum,1
IRD-416,annuum,1
IRD-417,tuberosum,1
IRD-418,lycopersicum,1
IRD-419,sylvestris,1
IRD-419,tabacum,1
IRD-42,attenuata,1
IRD-420,attenuata,1
IRD-421,chinense,1
IRD-422,baccatum,1
IRD-424,lycopersicum,1
IRD-425,tuberosum,1
IRD-426,chacoense,1
IRD-427,tabacum,1
IRD-428,attenuata,1
IRD-428,sylvestris,1
IRD-429,tuberosum,1
IRD-43,annuum,1
IRD-43,chinense,1
IRD-430,tuberosum,1
IRD-431,lycopersicum,1
IRD-432,lycopersicum,1
IRD-433,tuberosum,1
IRD-434,chacoense,1
IRD-435,sylvestris,1
IRD-435,tabacum,1
IRD-436,americanum,1
IRD-437,chacoense,1
IRD-437,tuberosum,1
IRD-438,chinense,1
IRD-439,australis,1
IRD-44,chinense,1
IRD-440,glutinosa,1
IRD-441,repanda,1
IRD-442,tuberosum,1
IRD-443,tuberosum,1
IRD-444,annuum,1
IRD-444,chinense,1
IRD-445,annuum,1
IRD-446,annuum,1
IRD-447,annuum,1
IRD-448,annuum,1
IRD-449,benthamiana,1
IRD-449,occidentalis,1
IRD-449,simulans,1
IRD-45,baccatum,1
IRD-450,megalosiphon,1
IRD-451,annuum,1
IRD-451,baccatum,1
IRD-452,lycopersicum,1
IRD-453,lycopersicum,1
IRD-454,tuberosum,1
IRD-455,americanum,1
IRD-455,nigrum,1
IRD-456,lycopersicum,1
IRD-457,americanum,1
IRD-458,nigrum,1
IRD-459,lycopersicum,1
IRD-46,tuberosum,1
IRD-460,americanum,1
IRD-461,chinense,1
IRD-462,repanda,1
IRD-463,baccatum,1
IRD-464,tuberosum,1
IRD-465,tuberosum,1
IRD-466,tuberosum,1
IRD-467,chacoense,1
IRD-467,phureja,1
IRD-467,tuberosum,1
IRD-468,tuberosum,1
IRD-469,tuberosum,1
IRD-47,lycopersicum,1
IRD-470,lycopersicum,1
IRD-470,tuberosum,1
IRD-471,lycopersicum,1
IRD-472,annuum,1
IRD-472,chinense,1
IRD-473,baccatum,1
IRD-474,annuum,1
IRD-475,chacoense,1
IRD-475,tuberosum,1
IRD-476,tuberosum,1
IRD-477,baccatum,1
IRD-478,tuberosum,1
IRD-479,annuum,1
IRD-48,annuum,1
IRD-480,sylvestris,1
IRD-481,tuberosum,1
IRD-482,annuum,1
IRD-483,lycopersicum,1
IRD-484,tuberosum,1
IRD-485,tuberosum,1
IRD-487,phureja,1
IRD-488,tuberosum,1
IRD-489,tuberosum,1
IRD-49,annuum,1
IRD-490,tuberosum,1
IRD-491,annuum,1
IRD-492,repanda,1
IRD-493,lycopersicum,1
IRD-494,tuberosum,1
IRD-495,tuberosum,1
IRD-496,chacoense,1
IRD-496,tuberosum,1
IRD-497,tuberosum,1
IRD-498,chacoense,1
IRD-499,tuberosum,1
IRD-5,tabacum,1
IRD-50,annuum,1
IRD-500,tuberosum,1
IRD-501,tabacum,1
IRD-502,annuum,1
IRD-503,chinense,1
IRD-504,tuberosum,1
IRD-505,lycopersicum,1
IRD-506,baccatum,1
IRD-507,lycopersicum,1
IRD-508,attenuata,1
IRD-509,megalosiphon,1
IRD-51,melongena,1
IRD-510,linearis,1
IRD-511,lycopersicum,1
IRD-512,lycopersicum,1
IRD-513,chinense,1
IRD-514,tabacum,1
IRD-515,nigrum,1
IRD-516,nigrum,1
IRD-517,baccatum,1
IRD-518,annuum,1
IRD-518,chinense,1
IRD-519,annuum,1
IRD-52,tuberosum,1
IRD-520,annuum,1
IRD-521,annuum,1
IRD-522,sylvestris,1
IRD-523,tabacum,1
IRD-524,lycopersicum,1
IRD-525,tuberosum,1
IRD-526,nigrum,1
IRD-527,lycopersicum,1
IRD-528,annuum,1
IRD-529,sylvestris,1
IRD-529,tabacum,1
IRD-53,tuberosum,1
IRD-530,tabacum,1
IRD-531,tabacum,1
IRD-532,tabacum,1
IRD-533,miersii,1
IRD-534,annuum,1
IRD-535,linearis,1
IRD-535,spegazzinii,1
IRD-536,annuum,1
IRD-537,annuum,1
IRD-538,baccatum,1
IRD-539,annuum,1
IRD-54,tuberosum,1
IRD-540,annuum,1
IRD-541,annuum,1
IRD-542,chinense,1
IRD-543,chinense,1
IRD-544,annuum,1
IRD-545,annuum,1
IRD-546,annuum,1
IRD-547,annuum,1
IRD-548,annuum,1
IRD-549,annuum,1
IRD-55,lycopersicum,1
IRD-550,annuum,1
IRD-551,annuum,1
IRD-551,chinense,1
IRD-552,annuum,1
IRD-553,annuum,1
IRD-554,annuum,1
IRD-555,annuum,1
IRD-556,annuum,1
IRD-557,annuum,1
IRD-558,annuum,1
IRD-559,annuum,1
IRD-559,baccatum,1
IRD-56,tuberosum,1
IRD-560,annuum,1
IRD-561,annuum,1
IRD-562,annuum,1
IRD-563,annuum,1
IRD-564,annuum,1
IRD-565,sylvestris,1
IRD-566,sylvestris,1
IRD-567,sylvestris,1
IRD-568,sylvestris,1
IRD-569,acuminata,1
IRD-57,tuberosum,1
IRD-570,acuminata,1
IRD-571,acuminata,1
IRD-572,acuminata,1
IRD-573,tabacum,1
IRD-574,clevelandii,1
IRD-575,quadrivalvis,1
IRD-576,attenuata,1
IRD-577,corymbosa,1
IRD-578,tabacum,1
IRD-579,glutinosa,1
IRD-58,chacoense,1
IRD-58,tuberosum,1
IRD-580,glutinosa,1
IRD-581,glutinosa,1
IRD-582,sylvestris,1
IRD-583,sylvestris,1
IRD-584,acuminata,1
IRD-585,acuminata,1
IRD-586,tabacum,1
IRD-587,attenuata,1
IRD-588,attenuata,1
IRD-589,linearis,1
IRD-59,tuberosum,1
IRD-590,spegazzinii,1
IRD-591,obtusifolia,1
IRD-592,obtusifolia,1
IRD-593,obtusifolia,1
IRD-594,rustica,1
IRD-595,tabacum,1
IRD-596,tabacum,1
IRD-597,tabacum,1
IRD-598,tabacum,1
IRD-599,tabacum,1
IRD-6,tabacum,1
IRD-60,annuum,1
IRD-600,clevelandii,1
IRD-600,quadrivalvis,1
IRD-601,tabacum,1
IRD-602,tabacum,1
IRD-603,tabacum,1
IRD-604,sylvestris,1
IRD-605,sylvestris,1
IRD-606,alata,1
IRD-606,sylvestris,1
IRD-606,tabacum,1
IRD-607,obtusifolia,1
IRD-607,quadrivalvis,1
IRD-608,obtusifolia,1
IRD-609,obtusifolia,1
IRD-61,obtusifolia,1
IRD-610,glutinosa,1
IRD-611,glutinosa,1
IRD-612,glutinosa,1
IRD-613,rustica,1
IRD-614,rustica,1
IRD-615,attenuata,1
IRD-616,attenuata,1
IRD-617,attenuata,1
IRD-618,attenuata,1
IRD-619,attenuata,1
IRD-619,pauciflora,1
IRD-62,lycopersicum,1
IRD-620,sylvestris,1
IRD-620,tabacum,1
IRD-621,tabacum,1
IRD-622,tabacum,1
IRD-623,alata,1
IRD-624,alata,1
IRD-625,tabacum,1
IRD-626,tabacum,1
IRD-627,tabacum,1
IRD-628,tabacum,1
IRD-629,pauciflora,1
IRD-63,lycopersicum,1
IRD-630,pauciflora,1
IRD-631,pauciflora,1
IRD-632,tabacum,1
IRD-633,miersii,1
IRD-634,miersii,1
IRD-635,miersii,1
IRD-636,clevelandii,1
IRD-637,clevelandii,1
IRD-637,quadrivalvis,1
IRD-638,clevelandii,1
IRD-638,quadrivalvis,1
IRD-639,occidentalis,1
IRD-64,tuberosum,1
IRD-640,benthamiana,1
IRD-640,occidentalis,1
IRD-641,occidentalis,1
IRD-642,repanda,1
IRD-643,megalosiphon,1
IRD-644,megalosiphon,1
IRD-644,simulans,1
IRD-645,umbratica,1
IRD-646,umbratica,1
IRD-647,umbratica,1
