OrganismID,DomainID,DomainID
200361,IRD-329,1
200361,IRD-400,1
206008,IRD-332,1
267555,IRD-284,1
267555,IRD-439,1
267555,IRD-698,1
278839,IRD-189,2
278839,IRD-600,2
278839,IRD-185,1
278839,IRD-186,1
278839,IRD-190,1
278839,IRD-575,1
278839,IRD-607,1
278839,IRD-637,1
278839,IRD-638,1
429701,IRD-679,2
429701,IRD-678,1
472368,IRD-677,1
888268,IRD-334,1
888268,IRD-392,1
888268,IRD-395,1
906689,IRD-330,1
981085,IRD-681,1
1088818,IRD-309,1
1504633,IRD-338,2
1504633,IRD-364,2
2094558,IRD-358,1
