9,71
8,71
25,45
16,37
24,36
17,18
48,16
10,13
33,10
14,9
11,6
40,6
15,5
32,5
56,4
26,3
13,3
7,3
22,3
38,2
19,2
12,2
50,2
63,2
4,1
88,1
18,1
21,1
64,1
23,1
34,1
42,1
45,1
3,1
